Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.0301116979399669,-0.00162877065316781,0.0144583185058832,0,0,0,0.015,3.99064440234687E-06,-3.82651084859449E-09,4.2626958925575E-09,3.9553152425591E-06,7.53210893362676E-09,4.0084312676069E-06,-0.0301534379702322,-0.00166672126614057,-8.83252657307211E-18,-2.44929359829471E-16,2.50616061419398E-16,3.14159265358979,package://fingertip_ver2/meshes/base_link.3dxml,0.298039215686275,0.298039215686275,0.298039215686275,1,-0.0301534379702322,-0.00166672126614057,-8.83252657307211E-18,-2.44929359829471E-16,2.50616061419398E-16,3.14159265358979,package://fingertip_ver2/meshes/base_link.3dxml,,screwlock_male_hard_jointbase_v4-1;nejineji_fingertip_tpu-1,origin,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
